Site,Constituent,C_wo_units,STORET,Units,Max,DateOfMax,Methods,DL min,DL max,Nr. Non-Detects,Count,Date Range,Detection Rate,Action,Notes
100833,Bis (2-Chloroethoxy) Methane (ug/L),Bis (2-Chloroethoxy) Methane,34278,ug/L,10.0,2018-02-07,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Biochemical Oxygen Demand (BOD) (mg/L),Biochemical Oxygen Demand (BOD),310,mg/L,6.0,2022-10-19,['SM5210B' 'SM5210B 405.1' 'SM  5210B'],1.0,6.0,55,55,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-Dimethylphenol (ug/L)","2,4-Dimethylphenol",34606,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,9.6,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Beta-BHC (ug/L),Beta-BHC,39338,ug/L,0.1,2022-04-07,['525.2' 'EPA 525.2'],0.098,0.1,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Benzyl Alcohol (ug/L),Benzyl Alcohol,77147,ug/L,5.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzoic Acid (ug/L),Benzoic Acid,77247,ug/L,50.0,2018-04-16,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.7,50.0,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Benzo (k) Fluoranthene (ug/L),Benzo (k) Fluoranthene,34242,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM' 'EPA 625'],0.02,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"Benzo (g,h,i) Perylene (ug/L)","Benzo (g,h,i) Perylene",34521,ug/L,0.2,2022-04-07,['525.2' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625 SIM'],0.049,0.2,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzo (b) Fluoranthene (ug/L),Benzo (b) Fluoranthene,34230,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625'],0.02,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzo (a) Pyrene (ug/L),Benzo (a) Pyrene,34247,ug/L,0.2,2021-12-15,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.02,0.2,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzo (a) Anthracene (ug/L),Benzo (a) Anthracene,34526,ug/L,0.2,2021-12-15,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM'],0.049,0.2,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzidine (ug/L),Benzidine,39120,ug/L,50.0,2018-02-07,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],4.8,50.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Benzene (ug/L),Benzene,34030,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Bentazon (ug/L),Bentazon,38710,ug/L,0.5,2022-10-19,['515.4' 'EPA 515.4'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Atrazine (ug/L),Atrazine,39033,ug/L,0.05,2022-04-07,['525.2' 'EPA 525.2'],0.049,0.05,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,Asbestos (MFL),Asbestos,81855,MFL,0.2,2022-04-07,['E100.2' 'EPA 100.2'],0.18,0.2,11,11,2020-2022,0.0,Reduce frequency,All samples are ND
100833,Anthracene (ug/L),Anthracene,34220,ug/L,5.0,2018-02-07,['525.2' '625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.02,5.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Aniline (ug/L),Aniline,77089,ug/L,10.0,2018-02-07,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,16,16,2018-2022,0.0,Reduce frequency,All samples are ND
100833,Beryllium (ug/L),Beryllium,1012,ug/L,5.0,2016-06-22,['200.8' 'EPA 200.8'],1.0,5.0,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,11CI-PF3OUdS (ug/L),11CI-PF3OUdS,C2817,ug/L,0.002,2021-06-15,['EPA 537.1'],0.002,0.002,2,2,2020-2021,0.0,Keep same frequency,Three or fewer samples
100833,Estradiol (ng/L),Estradiol,WRD95,ng/L,5.0,2015-04-16,['LC-MS-MS'],5.0,5.0,1,1,2015-2015,0.0,Keep same frequency,Three or fewer samples
100833,"2,4,5-T (ug/L)","2,4,5-T",39740,ug/L,0.2,2022-06-16,['515.4' 'EPA 515.4'],0.2,0.2,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-Dichlorophenol (ug/L)","2,4-Dichlorophenol",34601,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.94,9.6,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-DDT (ug/L)","2,4-DDT",39305,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-DDE (ug/L)","2,4-DDE",39327,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-DDD (ug/L)","2,4-DDD",39315,ug/L,0.1,2022-04-07,['EPA 525.2'],0.1,0.1,13,13,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-DB (ug/L)","2,4-DB",38746,ug/L,2.0,2022-06-16,['515.4' 'EPA 515.4'],2.0,2.0,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4-D (ug/L)","2,4-D",39730,ug/L,0.1,2022-10-19,['515.4' 'EPA 515.4'],0.1,0.1,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4,6-Trinitrotoluene (TNT) (ug/L)","2,4,6-Trinitrotoluene (TNT)",81360,ug/L,0.1,2022-10-19,['Explosives' 'LC-MS-MS'],0.1,0.1,15,15,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4,6-Trichlorophenol (ug/L)","2,4,6-Trichlorophenol",34621,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.94,9.6,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4,5-Trichlorophenol (ug/L)","2,4,5-Trichlorophenol",77687,ug/L,9.6,2022-10-19,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.99,9.6,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,4,5-TP (Silvex) (ug/L)","2,4,5-TP (Silvex)",39045,ug/L,0.2,2022-10-19,['515.4' 'EPA 515.4'],0.2,0.2,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,3,6-Trichlorophenol (ug/L)","2,3,6-Trichlorophenol",77688,ug/L,5.0,2018-04-16,['EPA 625'],5.0,5.0,31,31,2013-2018,0.0,Reduce frequency,All samples are ND
100833,"2,3,4-Trichlorophenol (ug/L)","2,3,4-Trichlorophenol",77686,ug/L,5.0,2018-04-16,['EPA 625'],5.0,5.0,31,31,2013-2018,0.0,Reduce frequency,All samples are ND
100833,"1,3-Dichloropropene (Total) (ug/L)","1,3-Dichloropropene (Total)",34561,ug/L,1.0,2018-02-07,['524.2' 'EPA 524.2' 'EPA 624'],0.5,1.0,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,3-Dichloropropane (ug/L)","1,3-Dichloropropane",77173,ug/L,0.5,2022-06-16,['524.2' 'EPA 524.2'],0.5,0.5,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,3-Dichlorobenzene (ug/L)","1,3-Dichlorobenzene",34566,ug/L,1.0,2018-10-04,['524.2' 'EPA 524.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.19,1.0,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"2,2-Dichloropropane (ug/L)","2,2-Dichloropropane",77170,ug/L,0.5,2022-06-16,['524.2' 'EPA 524.2'],0.5,0.5,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2-diphenylhydrazine (ug/L)","1,2-diphenylhydrazine",34346,ug/L,10.0,2018-02-07,['625.1' '625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,10.0,18,18,2018-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1,1,2-Tetrachloroethane (ug/L)","1,1,1,2-Tetrachloroethane",77562,ug/L,0.5,2022-06-16,['524.2' 'EPA 524.2'],0.5,0.5,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1,1-Trichloroethane (ug/L)","1,1,1-Trichloroethane",34506,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1,2,2-Tetrachloroethane (ug/L)","1,1,2,2-Tetrachloroethane",34516,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1,2-Trichloroethane (ug/L)","1,1,2-Trichloroethane",34511,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1-Dichloroethane (ug/L)","1,1-Dichloroethane",34496,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1-Dichloroethylene (ug/L)","1,1-Dichloroethylene",34501,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,3,5-Trimethylbenzene (ug/L)","1,3,5-Trimethylbenzene",77226,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2,3-Trichlorobenzene (ug/L)","1,2,3-Trichlorobenzene",77613,ug/L,0.5,2022-06-16,['524.2' 'EPA 524.2'],0.5,0.5,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,1-Dichloropropene (ug/L)","1,1-Dichloropropene",77168,ug/L,0.5,2022-06-16,['524.2' 'EPA 524.2'],0.5,0.5,54,54,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2,4-Trichlorobenzene (ug/L)","1,2,4-Trichlorobenzene",34551,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 625.1 SIM' 'EPA 625 SIM'],0.19,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2,4-Trimethylbenzene (ug/L)","1,2,4-Trimethylbenzene",77222,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2-Dichloroethane (ug/L)","1,2-Dichloroethane",34531,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2-Dichloropropane (ug/L)","1,2-Dichloropropane",34541,ug/L,0.5,2022-10-19,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100833,"1,2,3-Trichloropropane (ug/L)","1,2,3-Trichloropropane",77443,ug/L,0.5,2022-06-16,['SRL 524M' '524.2' 'EPA 524.2' 'CASRL 524M-TCP'],0.005,0.5,56,56,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Nitrobenzene (ug/L),Nitrobenzene,34447,ug/L,5.0,2017-10-11,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625'],0.19,5.0,16,16,2017-2022,0.0,Reduce frequency,All samples are ND
100834,NMeFOSAA (ng/L),NMeFOSAA,C2808,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,NEtFOSAA (ng/L),NEtFOSAA,C2807,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",2.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,"Nitrite, Nitrogen by IC (mg/L)","Nitrite, Nitrogen by IC",615,mg/L,0.25,2021-08-06,['300' 'EPA 300.0'],0.05,0.25,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,NEtPFOSAE (ng/L),NEtPFOSAE,WRD230,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",2.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,NEtPFOSA (ng/L),NEtPFOSA,WRD229,ng/L,8.2,2019-04-09,"['EPA 537 Ver 1.1,mod']",4.3,8.2,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,Naphthalene (ug/L),Naphthalene,34696,ug/L,0.5,2022-06-15,['524.2' 'EPA 525.2' 'EPA 524.2' 'EPA 625.1 SIM'],0.19,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PFDoA (ng/L),PFDoA,C2810,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,N-Nitrosopyrollidine (NPYR) (ng/L),N-Nitrosopyrollidine (NPYR),78206,ng/L,2.2,2020-02-11,['EPA 521'],2.0,2.2,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,N-Nitrosodiphenylamine (ug/L),N-Nitrosodiphenylamine,34433,ug/L,5.0,2017-10-11,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625'],0.19,5.0,16,16,2017-2022,0.0,Reduce frequency,All samples are ND
100834,N-Nitrosodimethylamine (NDMA) (ug/L),N-Nitrosodimethylamine (NDMA),34438,ug/L,5.0,2017-10-11,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625'],0.19,5.0,16,16,2017-2022,0.0,Reduce frequency,All samples are ND
100834,N-Nitrosodimethylamine (NDMA) (ng/L),N-Nitrosodimethylamine (NDMA),34438,ng/L,2.5,2018-12-20,['EPA 521'],2.0,2.5,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,NMePFOSA (ng/L),NMePFOSA,WRD231,ng/L,8.2,2019-04-09,"['EPA 537 Ver 1.1,mod']",2.6,8.2,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,Tertiary Butyl Alcohol (TBA) (ug/L),Tertiary Butyl Alcohol (TBA),77035,ug/L,2.0,2022-06-15,['524.2' 'EPA 524.2 SIM'],2.0,2.0,22,22,2017-2022,0.0,Reduce frequency,All samples are ND
100834,n-Propylbenzene (ug/L),n-Propylbenzene,77224,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,NMePFOSAE (ng/L),NMePFOSAE,WRD232,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",2.6,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,o-Chlorotoluene (ug/L),o-Chlorotoluene,A-008,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,"o-Dichlorobenzene (1,2-DCB) (ug/L)","o-Dichlorobenzene (1,2-DCB)",34536,ug/L,0.5,2022-06-15,['524.2' 'EPA 625.1 SIM' 'EPA 524.2' 'EPA 624'],0.19,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,sec-Butylbenzene (ug/L),sec-Butylbenzene,77350,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,RDX (ug/L),RDX,81364,ug/L,0.1,2022-04-06,['LC-MS-MS'],0.1,0.1,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Pyrene (ug/L),Pyrene,34469,ug/L,5.0,2017-04-24,['625.1 SIM' 'EPA 525.2' 'EPA 625.1 SIM' 'EPA 625'],0.05,5.0,16,16,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Propachlor (ug/L),Propachlor,38533,ug/L,0.05,2022-04-06,['EPA 525.2'],0.05,0.05,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Polychlorinated Biphenyls (PCBs) (ug/L),Polychlorinated Biphenyls (PCBs),39516,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Picloram (ug/L),Picloram,39720,ug/L,0.1,2022-06-15,['515.4' 'EPA 515.4'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCP (ug/L),PCP,39032,ug/L,20.0,2017-10-11,['625.1 SIM' 'EPA 515.4' 'EPA 625.1 SIM' 'EPA 625' 'EPA 525.2'],0.04,20.0,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Phenolic Compounds (mg/L),Phenolic Compounds,34034,mg/L,0.01,2022-04-06,['MWH 420/SW9066'],0.01,0.01,9,9,2020-2022,0.0,Reduce frequency,All samples are ND
100834,Phenol (ug/L),Phenol,34694,ug/L,5.0,2018-04-12,['625.1 SIM' 'EPA 625.1 SIM' 'EPA 625 SIM' 'EPA 625'],0.19,5.0,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Phenanthrene (ug/L),Phenanthrene,34461,ug/L,5.0,2017-10-11,['525.2' 'EPA 625.1 SIM' 'EPA 525.2' 'EPA 625'],0.04,5.0,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PFUnA (ng/L),PFUnA,C2814,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFTrDA (ng/L),PFTrDA,C2813,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.91,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFTA (ng/L),PFTA,C2812,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.91,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFPeS (ng/L),PFPeS,WRD223,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFOSA (ng/L),PFOSA,WRD222,ng/L,2.7,2019-04-09,"['EPA 537 Ver 1.1,mod']",1.7,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFOcDA (ng/L),PFOcDA,WRD221,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.8,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFNS (ng/L),PFNS,WRD220,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFHxDA (ng/L),PFHxDA,WRD219,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.91,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFHpS (ng/L),PFHpS,WRD218,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFDS (ng/L),PFDS,WRD216,ng/L,1.8,2019-08-13,"['EPA 537 Ver 1.1,mod']",1.7,1.8,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,PFDoS (ng/L),PFDoS,WRD217,ng/L,2.7,2019-08-13,"['EPA 537 Ver 1.1,mod']",0.91,2.7,4,4,2019-2019,0.0,Reduce frequency,All samples are ND
100834,Selenium (ug/L),Selenium,1147,ug/L,10.0,2015-12-29,['200.8' 'EPA 200.8'],5.0,10.0,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Permethrin (ug/L),Permethrin,79191,ug/L,0.2,2022-04-06,['EPA 525.2'],0.1,0.2,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Silver (ug/L),Silver,1077,ug/L,0.5,2022-06-15,['200.8' 'EPA 200.8'],0.5,0.5,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Strontium 90 (pCi/L),Strontium 90,13501,pCi/L,3.0,2021-08-06,['905' 'EPA 905.0'],0.21,3.0,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,o-Xylene (ug/L),o-Xylene,77135,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2' 'EPA 624'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Oxamyl (Vydate) (ug/L),Oxamyl (Vydate),38865,ug/L,0.5,2022-04-06,['EPA 531.2'],0.5,0.5,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,"p,p' DDD (ug/L)","p,p' DDD",39310,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,"p,p' DDE (ug/L)","p,p' DDE",39320,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,"p,p' DDT (ug/L)","p,p' DDT",39300,ug/L,0.1,2022-06-15,['525.2' 'EPA 525.2'],0.1,0.1,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,p-Chlorotoluene (ug/L),p-Chlorotoluene,A-009,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,p-Isopropyltoluene (ug/L),p-Isopropyltoluene,A-011,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Paraquat (ug/L),Paraquat,82416,ug/L,2.0,2022-04-06,['EPA 549.2'],1.9,2.0,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Parathion (ug/L),Parathion,39540,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1016 Aroclor (ug/L),PCB 1016 Aroclor,34671,ug/L,0.08,2022-04-06,['505' 'EPA 505'],0.07,0.08,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1221 Aroclor (ug/L),PCB 1221 Aroclor,39488,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1232 Aroclor (ug/L),PCB 1232 Aroclor,39492,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1242 Aroclor (ug/L),PCB 1242 Aroclor,39496,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1248 Aroclor (ug/L),PCB 1248 Aroclor,39500,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1254 Aroclor (ug/L),PCB 1254 Aroclor,39504,ug/L,0.1,2022-06-15,['505' 'EPA 505'],0.1,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Tertiary Amyl Methyl Ether (ug/L),Tertiary Amyl Methyl Ether,A-034,ug/L,3.0,2022-06-15,['524.2' 'EPA 524.2'],3.0,3.0,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,tert-Butylbenzene (ug/L),tert-Butylbenzene,77353,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,PCB 1260 Aroclor (ug/L),PCB 1260 Aroclor,39508,ug/L,0.1,2022-04-06,['505' 'EPA 505'],0.07,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Terbacil (ug/L),Terbacil,38882,ug/L,0.1,2022-04-06,['EPA 525.2'],0.1,0.1,13,13,2017-2022,0.0,Reduce frequency,All samples are ND
100834,Surfactants (mg/L),Surfactants,38260,mg/L,0.1,2022-04-06,['SM 5540C/EPA 425.1'],0.05,0.1,45,45,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Styrene (ug/L),Styrene,77128,ug/L,0.5,2022-06-15,['524.2' 'EPA 524.2'],0.5,0.5,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Simazine (ug/L),Simazine,39055,ug/L,0.05,2022-06-15,['525.2' 'EPA 525.2'],0.05,0.05,46,46,2013-2022,0.0,Reduce frequency,All samples are ND
100834,Phenylacetic acid (ug/L),Phenylacetic acid,77385,ug/L,1000.0,2018-04-12,['EPA 625'],1000.0,1000.0,23,23,2013-2018,0.0,Reduce frequency,All samples are ND
100834,PFHxS (ug/L),PFHxS,C2803,ug/L,0.002,2021-06-16,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100834,11CI-PF3OUdS (ug/L),11CI-PF3OUdS,C2817,ug/L,0.002,2021-06-16,['EPA 537.1'],0.002,0.002,3,3,2020-2021,0.0,Keep same frequency,Three or fewer samples
100834,Silica (mg/L),Silica,955,mg/L,12.0,2017-08-16,['EPA 200.7'],0.5,0.5,0,1,2017-2017,100.0,Keep same frequency,Three or fewer samples
100834,Sulfamethoxazole (ng/L),Sulfamethoxazole,WRD40,ng/L,9.9,2022-06-28,['LCMS_PPCP_POS' 'LC-MS-MS'],0.0,5.0,1,2,2018-2022,50.0,Keep same frequency,Three or fewer samples
100834,Sulfide (mg/L),Sulfide,745,mg/L,0.05,2017-08-16,['SM4500SD/376.2'],0.05,0.05,1,1,2017-2017,0.0,Keep same frequency,Three or fewer samples
100834,Tetrachloroethylene (PCE) (ug/L),Tetrachloroethylene (PCE),34475,ug/L,0.5,2013-06-11,['EPA 524.2'],0.5,0.5,3,3,2013-2013,0.0,Keep same frequency,Three or fewer samples
100834,2-Butanone (MEK) (ug/L),2-Butanone (MEK),81595,ug/L,7.4,2018-12-20,['524.2' 'EPA 524.2' 'EPA 624'],5.0,5.0,45,46,2013-2022,2.173913043478265,TO REVIEW,Less than 4 values > DL
100834,Apparent Color (ACU),Apparent Color,81,ACU,10.0,2022-02-15,['SM 2120B'],2.0,3.0,42,46,2013-2022,8.695652173913047,TO REVIEW,Less than 4 values > DL
100834,Bromodichloromethane (ug/L),Bromodichloromethane,32101,ug/L,4.6,2021-06-16,['524.2' 'EPA 524.2' 'EPA 551.1' 'EPA 624'],0.5,0.5,43,46,2013-2022,6.521739130434781,TO REVIEW,Less than 4 values > DL
